"ibge","no_cidade","area_territorial","co_regiao_saude"
"351520","Estrela d'Oeste","296.41","35154"
"353270","Nipoã","137.816","35156"
"311470","Carvalhópolis","81.101","31001"
"354830","Santo Expedito","94.444","35112"
"353680","Pedra Bela","158.587","35071"
"510170","Barra do Bugres","5992.57","51007"
"510300","Chapada dos Guimarães","5983.6","51002"
"140002","Amajari","28472.3","14001"
"353410","Oriente","218.608","35093"
"510452","Ipiranga do Norte","3467.05","51014"
"421265","Pescaria Brava",,"42016"
"410347","Cafezal do Sul","335.393","41012"
"150730","São Félix do Xingu","84213.1","15001"
"310330","Aracitaba","106.608","31046"
"311300","Caraí","1242.2","31067"
"311320","Carandaí","485.723","31013"
"310320","Araçaí","186.543","31024"
"293105","Tanque Novo","722.898","29007"
"160027","Laranjal do Jari","30971.8","16003"
"500320","Corumbá","64962.8","50002"
"522185","Valparaíso de Goiás","60.525","52004"
"310250","Amparo do Serra","145.908","31060"
"317210","Volta Grande","208.131","31041"
"313840","Leopoldina","943.075","31044"
"354880","São Caetano do Sul","15.374","35015"
"291020","Dom Macedo Costa","84.759","29022"
"353510","Palmares Paulista","82.125","35151"
"311680","Coluna","348.491","31026"
"316230","São João da Mata","120.536","31007"
"315500","Rio Doce","112.094","31060"
"292650","Ribeira do Amparo","642.585","29019"
"293305","Várzea da Roça","513.915","29014"
"140020","Caracaraí","47410.9","14002"
"291510","Itagi","259.172","29015"
"420710","Ilhota","253.442","42005"
"330285","Mesquita","39.062","33005"
"316190","São Gonçalo do Rio Abaixo","363.811","31021"
"150300","Faro","11770.6","15002"
"351630","Francisco Morato","49.345","35012"
"250180","Bayeux","31.973","25001"
"210370","Cururupu","1223.36","21011"
"290950","Cravolândia","162.168","29015"
"312280","Dom Viçoso","113.921","31008"
"311020","Cajuri","83.038","31061"
"270050","Barra de Santo Antônio","138.433","27001"
"270630","Palmeira dos Índios","452.703","27008"
"421225","Passo de Torres","95.196","42014"
"350580","Bastos","171.885","35095"
"350390","Arujá","96.359","35011"
"353475","Ouroeste","288.839","35154"
"314330","Montes Claros","3568.94","31084"
"260940","Moreno","196.071","26010"
"320013","Águia Branca","449.633","32001"
"313980","Mar de Espanha","371.6","31047"
"352965","Mesópolis","148.856","35153"
"412880","Xambrê","359.713","41012"
"250915","Marizópolis","63.61","25010"
"293310","Várzea do Poço","204.913","29014"
"130240","Lábrea","68234","13006"
"313550","Jequeri","547.897","31060"
"313560","Jequitaí","1268.44","31050"
"352060","Indiana","126.624","35112"
"313060","Inconfidentes","149.611","31007"
"291420","Irajuba","413.524","29015"
"280310","Itabi","184.422","28005"
"352730","Louveira","55.133","35073"
"351907","Hortolândia","62.503","35072"
"316160","São Geraldo da Piedade","152.336","31036"
"510515","Juína","26395.8","51008"
"410832","Francisco Alves","321.899","41012"
"316790","Tabuleiro","211.084","31048"
"261153","Quixaba","210.704","26001"
"270644","Paripueira","92.972","27001"
"315360","Prudente de Morais","124.189","31024"
"130080","Borba","44251.7","13003"
"290310","Barra do Rocha","208.364","29015"
"140005","Alto Alegre","25567","14001"
"350150","Alvinlândia","84.803","35093"
"421310","Piratuba","145.704","42010"
"330150","Cordeiro","116.349","33009"
"150530","Oriximiná","107603","15002"
"293140","Teodoro Sampaio","231.539","29006"
"311310","Caranaíba","159.957","31079"
"270130","Cajueiro","124.263","27004"
"130320","Novo Airão","37771.3","13002"
"316730","Silveirânia","157.456","31048"
"500540","Maracaju","5299.19","50001"
"420890","Jaraguá do Sul","532.593","42011"
"316560","Senador Cortes","98.336","31047"
"330245","Macuco","77.719","33009"
"310140","Albertina","58.01","31006"
"420540","Florianópolis","671.578","42007"
"315390","Raposos","72.169","31016"
"316910","Toledo","136.776","31007"
"220740","Palmeira do Piauí","2023.51","22002"
"352080","Inúbia Paulista","87.414","35091"
"130170","Humaitá","33071.8","13003"
"291310","Ibititá","624.104","29010"
"500660","Ponta Porã","5330.46","50003"
"130410","Tapauá","89325.3","13006"
"351570","Ferraz de Vasconcelos","29.922","35011"
"330385","Paty do Alferes","318.801","33003"
"421840","Treze de Maio","161.079","42016"
"315230","Porto Firme","284.777","31061"
"292467","Piraí do Norte","187.278","29027"
"510330","Comodoro","21774.2","51012"
"314040","Marmelópolis","107.902","31003"
"421005","Macieira","260.074","42009"
"314130","Medeiros","946.437","31030"
"292895","São Domingos","326.94","29025"
"290480","Caatiba","491.347","29013"
"350710","Bom Jesus dos Perdões","107.647","35071"
"330455","Rio de Janeiro","1200.28","33005"
"290290","Barra do Choça","646.631","29028"
"314570","Oliveira Fortes","111.133","31046"
"315600","Rio Vermelho","986.56","31020"
"316300","São José da Safira","213.88","31036"
"350040","Águas da Prata","142.961","35142"
"230428","Eusébio","79.008","23001"
"290800","Coaraci","282.648","29012"
"312440","Espírito Santo do Dourado","263.879","31007"
"350115","Alumínio","83.808","35163"
"150550","Paragominas","19341.9","15008"
"353470","Ourinhos","296.269","35094"
"291550","Itajuípe","284.474","29012"
"354075","Potim","44.466","35172"
"130330","Novo Aripuanã","41188.5","13003"
"210095","Arame","3008.68","21004"
"210535","Itaipava do Grajaú","1238.81","21004"
"421090","Modelo","92.717","42001"
"240260","Ceará-Mirim","724.377","24003"
"290260","Baixa Grande","946.649","29006"
"290520","Caetité","2442.89","29007"
"314020","Maripá de Minas","77.338","31047"
"313868","Luislândia","411.714","31049"
"313710","Lagamar","1474.56","31057"
"312250","Dom Cavati","59.52","31037"
"315725","Santa Bárbara do Leste","107.402","31034"
"312385","Entre Folhas","85.209","31034"
"312510","Extrema","244.575","31007"
"290760","Central","602.41","29010"
"315740","Santa Cruz do Escalvado","258.726","31060"
"312290","Dona Eusébia","70.231","31044"
"311995","Córrego Fundo","101.112","31030"
"510706","Querência","17786.2","51006"
"292630","Riachão do Jacuípe","1190.2","29006"
"290820","Conceição da Feira","162.892","29005"
"351060","Carapicuíba","34.605","35014"
"354070","Porto Ferreira","244.906","35034"
"110020","Porto Velho","34096.4","11004"
"315080","Piranga","658.811","31079"
"290640","Candeal","445.083","29006"
"411890","Pérola","240.635","41012"
"311490","Casa Grande","157.727","31079"
"240960","Pedra Preta","294.983","24003"
"353710","Pedreira","109.233","35072"
"315300","Pratinha","622.478","31070"
"421415","Princesa","86.215","42001"
"350640","Bilac","157.903","35021"
"292290","Nova Soure","950.377","29019"
"520180","Aragoiânia","219.55","52002"
"350370","Ariranha","133.15","35151"
"421160","Nova Veneza","293.54","42015"
"352940","Mauá","61.301","35015"
"350460","Bady Bassitt","108.543","35155"
"290265","Banzaê","227.231","29019"
"421120","Morro da Fumaça","82.935","42015"
"353090","Mombuca","133.698","35103"
"310310","Antônio Prado de Minas","83.802","31045"
"290220","Aramari","329.641","29001"
"314053","Martins Soares","113.268","31059"
"291905","Lajedo do Tabocal","431.947","29015"
"355635","Vargem","142.786","35071"
"421860","Trombudo Central","108.728","42004"
"355520","Turiúba","153.126","35023"
"313620","João Monlevade","99.158","31023"
"317190","Virgolândia","281.022","31036"
"316490","São Sebastião do Rio Verde","92.194","31008"
"291570","Itamari","111.088","29015"
"293170","Terra Nova","198.925","29006"
"352115","Ipiguá","136.824","35155"
"316670","Serra dos Aimorés","213.577","31066"
"320260","Iconha","202.92","32004"
"320470","São Gabriel da Palha","432.815","32001"
"316095","São Domingos das Dores","60.865","31034"
"351580","Flora Rica","225.299","35111"
"351610","Florínia","225.634","35092"
"351500","Embu das Artes","70.397","35013"
"312700","Fronteira","199.987","31071"
"353325","Novais","117.772","35151"
"210375","Davinópolis","335.969","21008"
"315020","Piedade de Ponte Nova","83.733","31060"
"130020","Atalaia do Norte","76351.9","13009"
"314535","Novo Oriente de Minas","755.149","31099"
"350930","Cajobi","176.897","35051"
"290610","Canápolis","437.212","29021"
"291390","Ipiaú","267.327","29015"
"130300","Nhamundá","14105.6","13005"
"353040","Mirassolândia","166.168","35155"
"311670","Coimbra","106.875","31048"
"352725","Lourdes","113.743","35023"
"292680","Rio do Antônio","814.348","29007"
"290205","Araças","487.121","29001"
"350720","Borá","118.45","35092"
"354410","Rio Grande da Serra","36.877","35015"
"354490","Sales Oliveira","305.644","35082"
"420257","Bom Jesus do Oeste","67.899","42001"
"292750","Santa Bárbara","345.645","29006"
"353900","Pirangi","215.459","35151"
"314700","Paracatu","8229.59","31058"
"421620","São Francisco do Sul","492.973","42011"
"312300","Dores de Campos","124.842","31015"
"354480","Sales","308.46","35151"
"314467","Nova Belém","146.774","31038"
"354025","Pontalinda","210.19","35153"
"230765","Maracanaú","111.334","23003"
"290840","Conceição do Coité","1015.98","29025"
"291165","Guajeru","936.082","29003"
"312520","Fama","86.024","31001"
"315935","Santa Rita de Minas","68.153","31034"
"292830","Santanópolis","230.832","29006"
"520280","Avelinópolis","173.64","52001"
"130360","Santa Isabel do Rio Negro","62846.4","13001"
"350560","Barrinha","145.643","35131"
"290090","Almadina","251.11","29012"
"310205","Alto Caparaó","103.69","31059"
"330270","Maricá","362.571","33006"
"280200","Divina Pastora","91.791","28001"
"355255","Suzanápolis","328.526","35022"
"410040","Almirante Tamandaré","194.746","41002"
"410580","Colombo","197.36","41002"
"290405","Bonito","726.607","29011"
"355715","Zacarias","319.139","35156"
"520549","Cidade Ocidental","389.92","52004"
"351220","Conchal","182.793","35101"
"290360","Biritinga","550.033","29025"
"350360","Areiópolis","85.768","35063"
"352860","Manduri","229.053","35061"
"510370","Feliz Natal","11462.4","51014"
"315620","Rochedo de Minas","79.402","31047"
"130380","São Gabriel da Cachoeira","109183","13001"
"220330","Demerval Lobão","216.805","22004"
"291060","Esplanada","1320.74","29001"
"312125","Delta","102.84","31072"
"290980","Cruz das Almas","145.747","29005"
"313200","Itacambira","1788.44","31084"
"290110","Amélia Rodrigues","173.484","29006"
"310590","Barroso","82.07","31015"
"290040","Água Fria","661.856","29025"
"150060","Altamira","159533","15012"
"291140","Glória","1255.65","29017"
"292335","Ourolândia","1487.74","29014"
"292303","Novo Horizonte","609.188","29023"
"312850","Guarará","88.655","31047"
"354660","Santa Fé do Sul","208.216","35152"
"350960","Campo Limpo Paulista","79.582","35073"
"270180","Carneiros","113.061","27009"
"353850","Piquete","175.996","35172"
"260345","Camaragibe","51.194","26010"
"314750","Passabém","94.182","31021"
"310130","Alagoa","161.356","31008"
"353590","Paranapuã","140.475","35153"
"314660","Paiva","58.419","31013"
"420190","Aurora","206.948","42004"
"350140","Álvaro de Carvalho","153.165","35093"
"317150","Mathias Lobato","172.302","31036"
"330280","Mendes","97.035","33003"
"290180","Antônio Gonçalves","313.937","29024"
"320332","Marataízes","135.35","32004"
"320520","Vila Velha","212.392","32002"
"293230","Ubatã","268.223","29012"
"293110","Tanquinho","219.87","29006"
"292010","Mairi","952.65","29014"
"291870","Lafaiete Coutinho","405.253","29015"
"421835","Treviso","157.668","42015"
"293220","Ubaitaba","178.815","29012"
"412625","Sarandi","103.327","41015"
"355390","Tarabai","196.791","35112"
"293150","Teofilândia","335.529","29025"
"291690","Itiruçu","313.701","29015"
"351860","Guariba","270.289","35131"
"316370","São Lourenço","58.019","31008"
"316225","São João da Lagoa","998.013","31050"
"330510","São João de Meriti","35.216","33005"
"421720","São Miguel do Oeste","234.399","42001"
"220410","Francisco Ayres","656.472","22011"
"354085","Pracinha","62.841","35091"
"317220","Wenceslau Braz","102.487","31003"
"291920","Lauro de Freitas","57.686","29020"
"241445","Triunfo Potiguar","268.725","24008"
"314505","Nova Porteirinha","120.943","31052"
"292593","Quixabeira","387.7","29014"
"292220","Muniz Ferreira","110.114","29022"
"316292","São Joaquim de Bicas","71.557","31017"
"330452","Rio das Ostras","229.043","33002"
"310360","Arantina","89.42","31090"
"311270","Capitão Enéas","971.581","31051"
"352070","Indiaporã","279.597","35154"
"510385","Gaúcha do Norte","16930.7","51006"
"314900","Pedra Dourada","69.99","31042"
"317120","Vespasiano","71.18","31025"
"355580","Urânia","208.942","35153"
"351270","Corumbataí","278.622","35104"
"291900","Lajedinho","776.087","29011"
"313867","Luisburgo","145.418","31059"
"280670","São Cristóvão","436.861","28001"
"290687","Capim Grosso","336.183","29014"
"352200","Itaju","229.824","35064"
"352250","Itapevi","83.107","35014"
"353215","Nantes","286.162","35113"
"290960","Crisópolis","607.662","29001"
"354820","Santo Antônio do Pinhal","133.008","35174"
"354400","Rio das Pedras","226.657","35103"
"330360","Paracambi","179.68","33003"
"240750","Maxaranguape","131.315","24003"
"251065","Parari","128.484","25005"
"292280","Nova Itarana","470.428","29015"
"510250","Cáceres","24351.4","51011"
"316640","Seritinga","114.769","31008"
"316050","Santo Antônio do Rio Abaixo","107.269","31021"
"292205","Mulungu do Morro","566.008","29010"
"251170","Pilõezinhos","43.901","25002"
"292910","São Felipe","205.989","29022"
"310180","Alpercata","166.972","31036"
"310285","Angelândia","185.21","31099"
"530011",,,
"280190","Cumbe","128.596","28006"
"250520","Cuitegi","39.301","25002"
"290990","Curaçá","6079.04","29016"
"231220","Santa Quitéria","4260.46","23011"
"316140","São Francisco do Glória","164.613","31045"
"500755","Santa Rita do Pardo","6143.08","50004"
"320460","Santa Teresa","694.534","32002"
"315850","Santana de Pirapama","1255.83","31024"
"315990","Santo Antônio do Amparo","488.884","31088"
"412310","Santa Amélia","78.045","41018"
"150680","Santarém","22886.8","15002"
"210970","Sambaíba","2478.69","21003"
"291030","Elísio Medrado","193.527","29022"
"170730","Dueré","3424.84","17005"
"520735","Edealina","603.654","52002"
"320360","Mucurici","538.813","32003"
"410690","Curitiba","435.274","41002"
"354580","Santa Bárbara d'Oeste","271.476","35072"
"430632","Derrubadas","361.286","43015"
"410712","Diamante do Sul","359.947","41010"
"315730","Santa Bárbara do Tugúrio","194.562","31013"
"292790","Santa Inês","315.656","29015"
"210980","Santa Helena","2308.18","21011"
"354680","Santa Isabel","362.738","35011"
"412380","Santa Izabel do Oeste","321.183","41008"
"292805","Santa Luzia","774.877","29009"
"315780","Santa Luzia","235.327","31016"
"240933","Santa Maria","219.567","24005"
"251290","Rio Tinto","464.883","25014"
